datetime,temp_f,freezing,station_name,elevation_ft,triplet
2026-03-10 08:00:00,18.0,True,Paradise,5150,679:WA:SNTL
2026-03-10 09:00:00,20.1,True,Paradise,5150,679:WA:SNTL
2026-03-10 10:00:00,21.9,True,Paradise,5150,679:WA:SNTL
2026-03-10 11:00:00,21.4,True,Paradise,5150,679:WA:SNTL
2026-03-10 12:00:00,25.9,True,Paradise,5150,679:WA:SNTL
2026-03-10 13:00:00,25.9,True,Paradise,5150,679:WA:SNTL
2026-03-10 14:00:00,25.7,True,Paradise,5150,679:WA:SNTL
2026-03-10 15:00:00,22.5,True,Paradise,5150,679:WA:SNTL
2026-03-10 16:00:00,22.6,True,Paradise,5150,679:WA:SNTL
2026-03-10 17:00:00,21.7,True,Paradise,5150,679:WA:SNTL
2026-03-10 18:00:00,21.7,True,Paradise,5150,679:WA:SNTL
2026-03-10 19:00:00,22.1,True,Paradise,5150,679:WA:SNTL
2026-03-10 20:00:00,22.3,True,Paradise,5150,679:WA:SNTL
2026-03-10 21:00:00,22.5,True,Paradise,5150,679:WA:SNTL
2026-03-10 22:00:00,22.5,True,Paradise,5150,679:WA:SNTL
2026-03-10 23:00:00,22.6,True,Paradise,5150,679:WA:SNTL
2026-03-11 00:00:00,22.8,True,Paradise,5150,679:WA:SNTL
2026-03-11 01:00:00,22.8,True,Paradise,5150,679:WA:SNTL
2026-03-11 02:00:00,23.2,True,Paradise,5150,679:WA:SNTL
2026-03-11 03:00:00,23.5,True,Paradise,5150,679:WA:SNTL
2026-03-11 04:00:00,24.3,True,Paradise,5150,679:WA:SNTL
2026-03-11 05:00:00,25.0,True,Paradise,5150,679:WA:SNTL
2026-03-11 06:00:00,25.3,True,Paradise,5150,679:WA:SNTL
2026-03-11 07:00:00,25.3,True,Paradise,5150,679:WA:SNTL
2026-03-11 08:00:00,26.1,True,Paradise,5150,679:WA:SNTL
2026-03-11 09:00:00,27.1,True,Paradise,5150,679:WA:SNTL
2026-03-11 10:00:00,28.0,True,Paradise,5150,679:WA:SNTL
2026-03-11 11:00:00,28.9,True,Paradise,5150,679:WA:SNTL
2026-03-11 12:00:00,29.7,True,Paradise,5150,679:WA:SNTL
2026-03-11 13:00:00,29.8,True,Paradise,5150,679:WA:SNTL
